userName,content,score,at
Yuli Yah,mksih shope,5,2025-04-06 12:28:52
ellysabet napitupulu,terbaik,5,2025-04-06 12:27:32
Nayla Zeevana,"banyak dikson, bagus, benar-benar mengerti apa yang saja inginkan",5,2025-04-06 12:26:36
Agustinus Suwardi,Pelayanan bagus👍,5,2025-04-06 12:26:33
Irwan Yudi,bagus,5,2025-04-06 12:26:21
dadang Sukmana,OKbosku,5,2025-04-06 12:26:00
Carmen Ziwal,ok,5,2025-04-06 12:25:59
Ok Cuy,mantap,4,2025-04-06 12:25:37
Nova Anggraini,best,5,2025-04-06 12:25:26
Oni D,mantap,5,2025-04-06 12:25:10
Ocay Juarsa,apk keren,5,2025-04-06 12:24:44
Irham nur Hdy,ok Shopee mantap bagus,5,2025-04-06 12:24:43
Nopri,baik,5,2025-04-06 12:24:35
Khairul Masri,kurang diskon,5,2025-04-06 12:24:25
Indonesia Maju,good job,5,2025-04-06 12:24:12
Sabel Lia,Belanja di shoppe 👍,5,2025-04-06 12:20:55
Eko Patriooo,sangat mmembantu,5,2025-04-06 12:20:29
Didik Suhendi,aplikasi belanja online shopee bagus.. tapi perlu lebih di seleksi lagi para penjual yg sering nipu (penjahat). .,5,2025-04-06 12:20:29
Humba Sumba Mangiala Chanel,layanan baik dan recomended,5,2025-04-06 12:19:12
Zainur,Pesanan saya selalu dibatalkan kurir dan kurir spx tidak ada pemberitahuan kesada saya dan Langsung ada notifikasi pembatalan paket mohon untuk pengiriman spx dihilangkan selamanya,1,2025-04-06 12:19:11
Rifqi Latif,masukkan untuk shopee mohon di cantumkan nama kurir dan nomer teleponnya.. supaya lebih gampang untuk menghubungi kurirnya,3,2025-04-06 12:19:03
Indra Saputra,mantap,5,2025-04-06 12:18:40
irwan rakhmawan,aman,5,2025-04-06 12:18:22
Riadi Sholeh,bagus bisa untuk membantu orang yang membutuhkan,5,2025-04-06 12:18:07
Agus Ridwan,Aplikasi nya semakin kesini semakin Lemottt padahal sinyal penuh,3,2025-04-06 12:17:53
Laura Ristiana,bagus,5,2025-04-06 12:17:51
27Rafi Hibrizi Firmansyah,sangat baik pelayanan nya,5,2025-04-06 12:17:42
Herman Kumis,berbelanja sangat mudah dan murah,5,2025-04-06 12:17:30
Muhammad Arifin,"semoga semakin sukses dan berkembang 🔥, tapi ada 1 mslh di apk shopeefood kadang eror lokasi ga muncul harus restat baru bisa",5,2025-04-06 12:17:28
In Don,aplikasinya bgus,4,2025-04-06 12:16:05
Jihan Nur,aplikasi nya bagus banget banyak permainan banyak bonus dan kalau pesan cepat di kirim.☆☆☆☆GOOD JOB.,4,2025-04-06 12:16:00
Bunda Athaa,"Suka, akun baru bisa dapat shopee Letter the best 👍",5,2025-04-06 12:15:35
desi andriani,good,5,2025-04-06 12:15:01
iwan hamid,"Kasih 1 bintang aja dulu.. udh jadi member platinum tapi GK di kasih spaylater. Nanti Kalo GK di bekukan baru kasih bintang 5😁 untuk sementara belanja di aplikasi sebelah dulu. Soalnya shopee GK jelas. akun shopee di tutup ,mending ke tiktokshop murah murah meriah harganya",1,2025-04-06 12:12:52
ga Yer,Sangatt bagusss,5,2025-04-06 12:12:32
Basofi Drago,sangat membantu dalam belanja,5,2025-04-06 12:10:13
Nevan Ibrahim,kadang dikirim gak sesuai pesanan tanpa konfirmasi dulu jadi untuk shopee diperketat lagi untuk toko yang bergabung di shopee,1,2025-04-06 12:08:44
Ni Putu Ayu Wiarni Susanthi,"Kecewa, deskripsi produk tidak sesuai. Banyak penjual yg tidak amanah.",1,2025-04-06 12:07:50
MUHAMMAD ALFAIZY,Alhamdulillah sangat bermanfaat 👍🏻👍🏻,5,2025-04-06 12:06:22
Taberani LPM,"belanja lewat Shopee enak tidak perlu keluar rumah, barang pesanan tidak terlambat sampainya, trmksh banyak shopee",5,2025-04-06 12:06:16
Fendi Pinyuh,sangat puas belanja di shopee,5,2025-04-06 12:05:45
JUNAIDY MARCO,TERIMAKASIH ATAS PELAYANAN NYA,5,2025-04-06 12:03:49
rifat Milla,mantap,5,2025-04-06 12:03:41
Anuwar Anuwar,mantulll,5,2025-04-06 12:03:28
Rizall Ktp,shopee mantap,5,2025-04-06 12:02:41
Yunita Nita,saya pernah belanja di shopee barang nya bagusx2 sekali semua pesanan datang tepat waktu makasih.,4,2025-04-06 12:02:40
Aris Jowan,barangnya oke owner-nya jg ok,5,2025-04-06 12:02:13
Wandy Baronz,"belanja ko di batalkan sistem heran parah nih shope, mending pindah ke si hijau dah grecep",1,2025-04-06 12:01:13
M. Tito Racing,gud,5,2025-04-06 12:01:07
Anggi Syahputra,okee,5,2025-04-06 12:00:33
Muhaemin Emin,sangat puas dgn pelayanan shopee. memudahkan belanja tanpa ribet harus pergi kepasar desak2an macet d jln. pokoknya puas dgn adanya shopee. shopee is the best,5,2025-04-06 11:59:48
Djosie Padamaley,"untu developernya, tolong jangan ada toko2 nakal di shopee.. sejauh ini shopee masih terpercaya buatku.❤️‍🔥",4,2025-04-06 11:59:25
Queenbe Vievian,Byk discount,5,2025-04-06 11:59:15
Kevin abaa Kevin,mantap,5,2025-04-06 11:59:00
Muhammad Prasetio,pelayanan nya oke/pengiriman barangnya selalu tepat waktu very good👌,5,2025-04-06 11:58:21
Setiadji Adji,mantap,5,2025-04-06 11:58:15
faiz wahyutri,lebih akuntabel dan kredibel produk yg tayang,5,2025-04-06 11:57:46
febri adriansyah,menarik,5,2025-04-06 11:56:47
achmad fathoni,"bagus dh shopee menyiapkan metode cek dulu cod klo barang yg Dateng rusak/ga sesuai bisa kita tolak. cuma sayang dari dlu di setiap pencairan produk,keluarnya ga sesuai sama yg kita cari",4,2025-04-06 11:56:31
Andris Ramadhani,good,5,2025-04-06 11:55:56
A ANggel,bagus,5,2025-04-06 11:55:49
14 M. Aufa D.,"selalu dapat gratis ongkir, suka",5,2025-04-06 11:55:29
Choco Casper,"ada beberapa kemudahan yang disajikan dari Shopee namun ada beberapa juga yang mengalami sedikit kendala, terkait pengiriman, respon dari beberapa toko yang kurang nyaman, mungkin bisa ditingkatkan lagi kepada setiap pengguna shopee yang berbasis toko agar mengutamakan kenyamanan pelanggan dari segi komunikasi serta update pengiriman terimakasih",3,2025-04-06 11:54:13
Ena Mulya,ok,5,2025-04-06 11:54:06
Arkha Byantara,"bagus banget harga ongkir ngak terlalu mahal, pengantaran paket juga cepet tapi ada satu hal yang membuat saya risih yaitu iklan yang terlalu banyak...",2,2025-04-06 11:54:04
Aka Dwi,ok bangt kwalitas lumayan bagus,5,2025-04-06 11:53:56
M wahyu Nugraha,"Aplikasi bagus barang juga kadang sesuai,tapi sering bug juga apk padahal udh nyari hp yg sistem pembayaran nya make cod tapi pas coba gk di aktifin Ama yg punya kadang aneh sih nih apk sementara tak kasih bintang 3 dulu kalau sudah diperbaiki lagi saya kasih bintang 5 deh",3,2025-04-06 11:53:55
Akikawa Kabakiri,spx jelek banget,1,2025-04-06 11:53:16
Zahira Marcellia,"bagus buat cwe2 yang ga suka bli off krna males, pesen disini juga enk bagus murah2 dan cpet sampai,makasi buat yang sudah bikin aplikasi ini kami cwe2 merasa terbantu",5,2025-04-06 11:52:00
Rian Yan,pengiriman tepat waktu,5,2025-04-06 11:51:51
Gladul Lala,TOLONG BANGET TOLONG BANGET PIHAK SHOPEE pengguna shoope yang jualan tapi tidak merespon mau beli belum dikirim barang dari waktu lama jengkel banget coba dikasih sanksi kek laporan kek gini ke orang yang jualan merugikan aja,1,2025-04-06 11:51:42
Ash omany,good,5,2025-04-06 11:51:38
Canos Pesek,harus tingkat kan keamanan nya,3,2025-04-06 11:51:23
Moch. Afriady Chahyakusumah,"Asalamualaikum.. Hai Dev Shope, Terimakasih Telah Membuat Aplikasi ini, sangat berguna meski Kartu identitas saya di BANned diAkun Pertama saya. Apa Bisa Saya MemulihkanNya Untuk Akun Ke Dua Saya ini⁉️ Semoga Anda Tidak Meragukan Saya Sebagai Pelanggan Setia paylater kalian bertahun². jika Bisa Saya Akan Mendownload Applikasi² Shopee lain nya & Tidak Bergantung Ke Akun Shopee ibu saya. Saya Ada Masukan~ > Tolong Buat Lebih Simpel Dalam Mencari Multipel Produk ke Satu Toko² ( Xx, Xx..dst*) ty",5,2025-04-06 11:50:47
zahara adhelfauziah,kadang pesenan nya ga terlalu smaa☹️,5,2025-04-06 11:49:48
Mutaqim Fadhil,berguna untuk perlengkapan sehari haru,5,2025-04-06 11:49:36
Sugiarti,pesanan dtg lebih cepat dr perkiraan,5,2025-04-06 11:49:28
Aan Harianto,karna saya udah download tapi saya belum pernah pesan nih di shopee ini kalau saya boleh bertanya tolong dijawab dong siapapun kira-kira aplikasi ini gratis ongkir nggak,5,2025-04-06 11:49:28
Seti Yono,aplikasi yang sangat amanaj,5,2025-04-06 11:49:17
Muhammad Rahmadi,mantap,5,2025-04-06 11:48:13
Abdul Roni Parman,keren,5,2025-04-06 11:47:03
Denz_ Ragil06,mantap,4,2025-04-06 11:45:34
Ahmad Fauzen,sangat membantu sekali,5,2025-04-06 11:44:39
Martawi Tawi,sangat baik makasih shopee,5,2025-04-06 11:44:28
Wawan Hermawan,belanja di shopee untung nyah banyak,4,2025-04-06 11:44:16
Hahahh J,oke,5,2025-04-06 11:43:40
laila optimis,seneng bangedd bisa belanja di siniii🤩🤩,5,2025-04-06 11:43:32
Bang Ndra,"maaf kak pengiriman SPX gimana sih, masa sudah sampai tempat tujuan malah balik lagi ke jakarta Cakung, lama bangat pengirimannya",1,2025-04-06 11:41:35
Jecky Prabowo,mantap,5,2025-04-06 11:41:25
Dharma Yanti,kargo udah ga gratis,1,2025-04-06 11:41:10
Anjar pw310,naisss👍🏻,5,2025-04-06 11:39:52
Bambang Wiranto,sangat membantu,5,2025-04-06 11:38:48
For You,Mending Lazada daripada shoppe jiirr semua barang gak bisa COD dari medan aja ke Kab pakpak bharat gaakk bisa bangkee bangkee,1,2025-04-06 11:37:47
kopeang karmin,Puasa denga semuanya,5,2025-04-06 11:37:25
ALBAR CHENDIKIA09,murah dan bagus,5,2025-04-06 11:37:05
jaka bug,baru coba,4,2025-04-06 11:36:32
tinus prasistyo,sangat baik,5,2025-04-06 11:36:11
Baqi muse,baguss,5,2025-04-06 11:35:56
Setya Fashionmu,tolong itu perbaiki lagi kurir spx nya banyak pengiriman telat sebelum lebaran sudah ada 10 paket saya dikembalikan ke penjual tanpa konfirmasi ke pembelinya.,1,2025-04-06 11:35:51
ade wibowo,"Pengalaman saya belanja di shopee itu menyenangkan karena pelayanannya baik dan harganya juga murah. Tapi kenapa ya limit paylater nggak saya tidak naik-naik ya..limitnya cuma 300 ribu trs, Padahal sudah sering belanja dan menjadi member Platinum, semoga bisa naik limitnya. terima kasih.",5,2025-04-06 11:35:41
Aji Saputro,Mimin makasih ya..udh turunin mb nya kecilin lg mb nya.. Xixixixi??tolong untuk exspedisi di tambahin lagi byar banyak order di shopee...tolong sanget pisan uey..,5,2025-04-06 11:35:33
Ariev Dwika,top 👍👍👍,5,2025-04-06 11:35:31
Refianjayboong Refianjayboong,bagusssss,4,2025-04-06 11:35:21
Lilih 123,bagus banget,5,2025-04-06 11:35:18
Inung Bimo,belanja jadi gampang ... mksih shopee,5,2025-04-06 11:35:11
Rian Yan,bagus,4,2025-04-06 11:33:57
Sugeng Sariani,siip,5,2025-04-06 11:33:49
Ronika Doyong,"pengiriman spx nya jelek, lelet,",1,2025-04-06 11:33:44
Queena 13,"sejauh ini puas belanja di shoppe, barang ORI, kurir ramah..",5,2025-04-06 11:33:44
Asmah Syahfitri,ok,5,2025-04-06 11:33:17
Novemty Tampubolon,makin lama makin buruk apalagi selama proses pengiriman!,1,2025-04-06 11:33:16
suprijatin kasih,bagus,5,2025-04-06 11:33:09
Wahyu Tappa,lumayan pengalaman berbelanja di shopee,5,2025-04-06 11:32:42
Viola Viola,"shope sangat bagusss dan murahhhhh ,aku kasih bintang 5🌟🌟🌟🌟🌟",5,2025-04-06 11:32:02
Wulan Adel,"kok, nggak pernah bisa COD si??",1,2025-04-06 11:31:51
misban ban,saya sebagai pengguna baru Shopee food alhamdulillah terbantu sekali apalagi malas keluar belanja banyak promonya lagi,5,2025-04-06 11:30:46
anang 70,layanan sesuai estimasi tepat waktu ..kurir ramah...,5,2025-04-06 11:30:42
Alvin Nehe,bagus,5,2025-04-06 11:29:21
aldi supardi,Kerennn,5,2025-04-06 11:29:02
Ari Darmawan,ok,5,2025-04-06 11:27:58
Zhafirah Anindia putri,bagus,5,2025-04-06 11:27:52
Santri Manalu,trimakasih shopee.. barangnya bagus,5,2025-04-06 11:27:11
Muhammad gading Safari,bagus,5,2025-04-06 11:26:42
Devi Qusyairi,"sejauh ini sy puas belanja di shopee,semoga pelayanannya makin ditingkatkan..👍",5,2025-04-06 11:25:22
HARIS HARIYADI BASUKI,top markotop,5,2025-04-06 11:25:14
Muhammad Rasyid Ibnu Anwar,baguss,5,2025-04-06 11:24:27
Ikal Muhamad parinurdin 2020,nice app,5,2025-04-06 11:23:31
natalia noob,simply works,5,2025-04-06 11:22:38
Airarahman Inayah,"senang belanja dishopee,,murah",5,2025-04-06 11:21:57
Muhamat Ramadhan,apk sampah,1,2025-04-06 11:21:37
Fauzi Fauzi,"bagus,barang yg di jual sesuai dengan harga nya,banyak pilihan barang di sini",4,2025-04-06 11:20:54
Rozzaq M Fajar N Najib,Bagus,5,2025-04-06 11:20:52
Muhammad Zohri,"kenapa shoope sekarang menjadi bgini , pengiriman sdah 1minggu lbih , bahkan yg tidak bisa COD lagi, mna pengirimannya lewat SPX lagi jadi lemot , kmi yg jualan online ini jdi terhambat tidak bisa lagi",1,2025-04-06 11:20:33
rustam ron,trimakasih vidionya yang hadehhh.....sudahlah biar bintang yang bicara.,1,2025-04-06 11:19:55
dianastuti 69674,harusnya cantumkan nama kurir dan nomor telpnya. paket non cod selalu datang telat dibanding yg cod. klo kurir gabisa nganterin hari ini tolong cantumkan alasan sebenarnya bukan bilang pembeli menjadwalkan ulang.,1,2025-04-06 11:19:46
Nita Makeup Artist,ok bagus,5,2025-04-06 11:19:43
Daus Umi,sangat baik dan mudah bertransaksi,5,2025-04-06 11:18:41
naommy nur,selama beli online d shopee alhamdulillah barang nya sesuai jaga terus ya shopee maju terus shopee,4,2025-04-06 11:18:37
muhammad abdul ghofur,sangat membantu,5,2025-04-06 11:16:22
Sevira ramadani Pitria,"bagus sih, tapi kalo emang lagi ga ada driver buat shopeefood mending di nonaktifin aja dulu. nunggu lama tapi ga ada driver percuma, di batalin juga harus nunggu 13 menit lebih.",4,2025-04-06 11:15:49
Opal Opal,b aja,5,2025-04-06 11:15:26
Tri Atmawati,sangat bguss terpecaya untuk belanja online,5,2025-04-06 11:14:00
Ecko Caem,sangat puas,5,2025-04-06 11:13:38
Kus Niya,saya puas banget,5,2025-04-06 11:12:56
Denis Muhadli,"madep, belanja lebih mudah, sudah pasti dpt diskon",5,2025-04-06 11:12:29
Sanjaya Jaya,trimakasih app shopee,5,2025-04-06 11:11:34
Ridwan Ardiansyah,pelayanan baik tapi kadang kurir nya datang diluar perkiran hari sampai,5,2025-04-06 11:10:46
Buana Bekti,mantab,5,2025-04-06 11:10:33
Sugianto Nanang,bagus,5,2025-04-06 11:10:28
lover M4ngun1,mantap,5,2025-04-06 11:09:51
lisa Awardani,Makyusssss,5,2025-04-06 11:08:53
H.abduz Sakur,banyak barang yg kualitasnya kurang baek,4,2025-04-06 11:08:22
Suhanda Cendol,oke,5,2025-04-06 11:07:50
Alvaro Tarigan,Kok shopee nya udah gk bisa Cod yaa? ini kenapa,4,2025-04-06 11:07:41
nok Ayoe Wahyuningsih,bagus,5,2025-04-06 11:07:24
Heni Yuliani,sangat sangat dan sangat puas belanja d Shopee 👍🏻👍🏻,5,2025-04-06 11:07:21
Gim Moms,suka banget belanja disini,5,2025-04-06 11:06:58
Ganda Saputra,mantap,5,2025-04-06 11:06:28
Bagas Hary Cendekiawan (Harcen),HAPUS FITUR SAMEDAY DI APLIKASI DRIVER SHOPEEFOOD!,1,2025-04-06 11:06:10
Mardawiah Haeruddin,Belanja di shoppers sangat menyenangkan...,5,2025-04-06 11:05:04
Pardiono,gga visa log in,1,2025-04-06 11:04:28
Putra Danar,belanja dengan mudah dan aman,5,2025-04-06 11:04:11
haluan_buritan chanel,thanks for attention,5,2025-04-06 11:04:01
Putra Saputra,Shopee yang terbaik,5,2025-04-06 11:03:37
anang kenthang,Tepat,5,2025-04-06 11:03:08
Eka Lestari Puji Astuti,shoppe membantu saya menemukan apapun yang saya mau dengan harga yang terjangkau,5,2025-04-06 11:02:08
Edi Didiriadi,barang yang di jual sesuai dengan yang di harapkan!,4,2025-04-06 11:01:36
Rohmad Jalali,"Platform yang sangat Bagus,,god job to shopee",5,2025-04-06 11:00:28
Abdul Wahid,"berbelanja pake shopee lebih simpel g ribet,terkadang g sesuai dengan pesanan kita, tapi mantap lah shopee",4,2025-04-06 11:00:17
Aceng Jayadi,"Fitur lengkap, bahkan ada permainan nya juga. Cuma kadang kalau buka web suka muncul pop up aja dan langsung masuk ke aplikasi aja..",5,2025-04-06 10:59:30
Kadek Dwi aditya,mantap men.,5,2025-04-06 10:57:35
Irma Wati,bagus anti ribet pokok nya bagus 👍,5,2025-04-06 10:57:32
Pramono Dwi sasmito,okk,5,2025-04-06 10:54:48
Neli Iriani,"puas pelayanannya dan jg produk "" allhamdulilah sesuai",5,2025-04-06 10:54:44
Putra caniago,tapi sayang nya pihak shopee gk mau mangaktivkan shopeelater saya😭😭😭,5,2025-04-06 10:54:27
Naning Syachdinan,mengapa ada kata terdeteksi akun berbahaya ketika akan klaim koin live? padahal akun biasa saja,4,2025-04-06 10:54:26
FaizaL Jombang,sangat puas belanja di shopee,5,2025-04-06 10:53:49
Azharudin Sam,ok dah mantap,5,2025-04-06 10:53:02
Aprilia Okta Maisyah,kembalikan opsi pengiriman J&T. mending hapus spx dari pada J&T. untuk yang di luar pulau jawa J&T terbaik. kurir SPX malas mengantar. bahkan di suruh jemput sama kurirnya.,1,2025-04-06 10:52:54
Hasanul Arifin,ok,5,2025-04-06 10:52:24
Aldi 123,🥰🥰🥰,5,2025-04-06 10:52:00
MAMAN SARIMAN,sangat bags,5,2025-04-06 10:50:43
Ana Mardiana,selalu sukses dan selalu abdet barang2 terbaik,5,2025-04-06 10:50:04
Maya sari,"shopee food gil*kk!!! giliran pake pengiriman hemat ga dapet"" driver!!! tapi giliran pengiriman biasa driver tetep dobel orderr ! setres kali yakkk!!!!👎🏻👎🏻👎🏻👎🏻",1,2025-04-06 10:50:02
Candra Kasih,cepat dan tepat,5,2025-04-06 10:49:38
MERAIH MIMPI,"Uninstal , karena jasa kirin J&T udah gak ada . bye",1,2025-04-06 10:48:38
Falisyah Lisa,"jujur aplikasi nya baguss, tapi ga pernah suka sama ekspedisi SPX nya!! masa paket saya udh sampe jagakarsa, dibawa muter ke serang terus dibawa lagi ke cakung? padahal tokonya di bandung, aneh bangett!!! tolong dong penjelasannya, sengaja mesen online biar cepet sampe malah dibawa muter jauh paket saya, aneh!!",2,2025-04-06 10:48:26
Reza el-Guruntaly,Mantap. rekomended bgts. 👍🏼👍🏼,5,2025-04-06 10:47:09
Ijai gt,oky,5,2025-04-06 10:46:33
Anisa Aja,mantap,5,2025-04-06 10:46:08
Mah Jong,baik,5,2025-04-06 10:44:58
Abdul Latip Maliki (Latep),"kurang pengawasan pada pihak pengiriman barang customer ,molor nya lebih 4 hari ni",1,2025-04-06 10:44:31
Adril Hanuril,ngembaliin akun juga susah dah,1,2025-04-06 10:44:12
muchram Adrianmr,Senang Menggunakan Shope 👍👍,5,2025-04-06 10:43:18
Dewi Rosmayanti,menyenangkan dan memuaskan belanja online nya👍,5,2025-04-06 10:42:37
Hildanpro Official,ketik pencairan aja loading nyaa lama banget,2,2025-04-06 10:42:01
Naira Putri,belanja di shopee ok...,5,2025-04-06 10:41:26
Ahmad Hamdani,Sangat membantu melengkapi kebutuhanku,5,2025-04-06 10:41:21
Kurnia Kanahaya M,Shopee dah ngga kek dulu belanja di luar negeri padahal barangnya bagus bagus premium juga dan tentunya murahh😴,5,2025-04-06 10:40:13
aji pratama,bagus,5,2025-04-06 10:40:04
Toko Hasan Basri Berkah,okokok,5,2025-04-06 10:38:52
Evacch Rado,tolol muncul bar iklan lu,1,2025-04-06 10:38:46
korong ajem,bagus,5,2025-04-06 10:38:12
Bilkis Khelvin,bagus',4,2025-04-06 10:37:51
Fauzi Ozi,Belanja yang sangat aman Sesuai Harapan Orang Pembeli Efektif Ekonomis.,5,2025-04-06 10:36:36
xyz Tirz,"lagi enak main game+pencet pencet tiba² iklan shopee muncul jadi langsung kepencet terus pindah ke apk shopee nya, masalah nya gw udah matiin data, wifi,mode jangan ganggu(aktif),mode senyap(aktif),sama bluetooth(mati). kenapa masih bisa muncul iklan shopee sementara iklan lainnya gak muncul.",1,2025-04-06 10:36:10
Shiren,apl mura mura,5,2025-04-06 10:35:31
Dede Shen,bintang yg berbicara,5,2025-04-06 10:34:37
Aluh Ernawati,1 kata PUAS,5,2025-04-06 10:34:07
Ana,sukaakkkk,5,2025-04-06 10:33:36
D-Kontruksi Kontruksi,ok,5,2025-04-06 10:33:09
Martinus Annanto Saputro,baik sesuai harapan.,5,2025-04-06 10:32:19
Arif Ardiansyah,aplikasi bagusss,5,2025-04-06 10:30:28
Deny channel,cepet dan r3sponsif,5,2025-04-06 10:30:08
merpati putri,belanja jadi mudah dan lebih murah. terimakasih shopee...,5,2025-04-06 10:30:04
Bang Redoxson,mantap,5,2025-04-06 10:28:32
Muhammad Rachmaan,CAS USB NYA TDAK BISA DI PAKAI RUSAK 👎,2,2025-04-06 10:28:22
M. Rizqi Arya Rudiansyah,"Woi lahh tolong dong diperbaiki ini saya buat alamat dari dulu ga bisa²,tiap buat alamat selalu ke reset,saya masukin provinsi,kabupaten,kecamatan bisa,terus masukin nama jalan patokan dan udh di atur PINnya terus kereset lagi tuh provinsi,kabupaten,kecamatan.gitu terus dan ga bisa²,tolong banget ni ya Dev nya",5,2025-04-06 10:26:32
SEPTIAN ANGGILANG G,Pengiriman lama,1,2025-04-06 10:25:18
Muhammad Luthfi,"4 paket belum sampai melebihi hari Estimasi, Pantesan putus kerjasama dengan J&T,J&T Lebih cepat dan terjamin paket sampai daripada Shopee Express 1 kata MENGECEWAKAN",1,2025-04-06 10:25:10
DREDDEBY MAULANA,app nya bagus,5,2025-04-06 10:25:06
King Sinaro,ok good job,5,2025-04-06 10:24:46
Deden,"Saya baru sebulan lbh bergabung, kebanyakan sih puas dgn pelayanan Shopee.Kalo ada penjual yg nakal (produk tdk sesuai dgn yg diiklankan), tolong ditindak dan ditertibkan aja, krn penjual yg nakal ada di tempat2 lain jg.",5,2025-04-06 10:24:38
Hadi Sumitro,bagus,5,2025-04-06 10:23:07
Ibram Bkn,❤️,5,2025-04-06 10:23:06
